"country","region","region_code","start_date","end_date","days","year","month","population","total_deaths","covid_deaths","expected_deaths","excess_deaths","non_covid_deaths","covid_deaths_per_100k","excess_deaths_per_100k","excess_deaths_pct_change","total_deaths_per_7_days","covid_deaths_per_7_days","expected_deaths_per_7_days","excess_deaths_per_7_days","non_covid_deaths_per_7_days","covid_deaths_per_100k_per_7_days","excess_deaths_per_100k_per_7_days"
"US","Houston County, AL","US1069",2020-01-01,2020-01-31,30,2020,"1",0,115,0,111.51906079588,3.48093920411984,115,NA,Inf,0.0312138497157108,26.8333333333333,0,26.0211141857054,0.812219147627961,26.8333333333333,NA,Inf
"US","Houston County, AL","US1069",2020-02-01,2020-02-29,28,2020,"2",0,102,0,101.602975261341,0.397024738659454,102,NA,Inf,0.00390760937500345,25.5,0,25.4007438153351,0.0992561846648634,25.5,NA,Inf
"US","Houston County, AL","US1069",2020-03-01,2020-03-31,30,2020,"3",0,146,0,103.022872955057,42.9771270449431,146,NA,Inf,0.417161022714749,34.0666666666667,0,24.0386703561799,10.0279963104867,34.0666666666667,NA,Inf
"US","Houston County, AL","US1069",2020-04-01,2020-04-30,29,2020,"4",0,87,0,98.8621105232217,-11.8621105232217,87,NA,-Inf,-0.119986418056849,21,0,23.8632680573294,-2.86326805732937,21,NA,-Inf
"US","Houston County, AL","US1069",2020-05-01,2020-05-31,30,2020,"5",0,118,0,92.8228729550569,25.1771270449431,118,NA,Inf,0.271238394626435,27.5333333333333,0,21.6586703561799,5.87466297715339,27.5333333333333,NA,Inf
"US","Houston County, AL","US1069",2020-06-01,2020-06-30,29,2020,"6",0,99,0,94.4621105232217,4.53788947677835,99,NA,Inf,0.0480392556512148,23.8965517241379,0,22.8011990918121,1.09535263232581,23.8965517241379,NA,Inf
"US","Houston County, AL","US1069",2020-07-01,2020-07-31,30,2020,"7",0,155,0,94.4228729550569,60.5771270449431,155,NA,Inf,0.641551407504582,36.1666666666667,0,22.0320036895133,14.1346629771534,36.1666666666667,NA,Inf
"US","Houston County, AL","US1069",2020-08-01,2020-08-31,30,2020,"8",0,141,0,97.0228729550569,43.9771270449431,141,NA,Inf,0.453265562083637,32.9,0,22.6386703561799,10.2613296438201,32.9,NA,Inf
"US","Houston County, AL","US1069",2020-09-01,2020-09-30,29,2020,"9",0,120,0,94.4621105232217,25.5378894767783,120,NA,Inf,0.270350612910563,28.9655172413793,0,22.8011990918121,6.16431814956719,28.9655172413793,NA,Inf
"US","Houston County, AL","US1069",2020-10-01,2020-10-31,30,2020,"10",0,111,0,99.6228729550569,11.3771270449431,111,NA,Inf,0.114201956914811,25.9,0,23.2453370228466,2.6546629771534,25.9,NA,Inf
"US","Houston County, AL","US1069",2020-11-01,2020-11-30,29,2020,"11",0,108,0,92.8621105232217,15.1378894767783,108,NA,Inf,0.163014704183283,26.0689655172414,0,22.4149921952604,3.65397332198098,26.0689655172414,NA,Inf
"US","Houston County, AL","US1069",2020-12-01,2020-12-31,30,2020,"12",0,125,0,115.422872955057,9.57712704494313,125,NA,Inf,0.0829742563128908,29.1666666666667,0,26.9320036895133,2.2346629771534,29.1666666666667,NA,Inf
"US","Houston County, AL","US1069",2021-01-01,2021-01-31,30,2021,"1",0,195,0,113.126685114232,81.8733148857679,195,NA,Inf,0.72373122931247,45.5,0,26.3962265266542,19.1037734733458,45.5,NA,Inf
"US","Houston County, AL","US1069",2021-02-01,2021-02-28,27,2021,"2",0,112,0,99.4211594599523,12.5788405400477,112,NA,Inf,0.126520758844244,29.037037037037,0,25.7758561562839,3.26118088075311,29.037037037037,NA,Inf
"US","Houston County, AL","US1069",2021-03-01,2021-03-31,30,2021,"3",0,128,0,104.630497273409,23.3695027265912,128,NA,Inf,0.223352687176136,29.8666666666667,0,24.4137826971287,5.45288396953794,29.8666666666667,NA,Inf
"US","Houston County, AL","US1069",2021-04-01,2021-04-30,29,2021,"4",0,130,0,100.416147364295,29.5838526357048,130,NA,Inf,0.294612504185993,31.3793103448276,0,24.2383803982782,7.14092994654943,31.3793103448276,NA,Inf
