"country","region","region_code","start_date","end_date","days","year","month","population","total_deaths","covid_deaths","expected_deaths","excess_deaths","non_covid_deaths","covid_deaths_per_100k","excess_deaths_per_100k","excess_deaths_pct_change","total_deaths_per_7_days","covid_deaths_per_7_days","expected_deaths_per_7_days","excess_deaths_per_7_days","non_covid_deaths_per_7_days","covid_deaths_per_100k_per_7_days","excess_deaths_per_100k_per_7_days"
"US","Dale County, AL","US1045",2020-01-01,2020-01-31,30,2020,"1",0,38,0,45.8490745808754,-7.84907458087539,38,NA,-Inf,-0.171193740607131,8.86666666666667,0,10.6981174022043,-1.83145073553759,8.86666666666667,NA,-Inf
"US","Dale County, AL","US1045",2020-02-01,2020-02-29,28,2020,"2",0,42,0,43.5085189915332,-1.50851899153318,42,NA,-Inf,-0.0346718074183757,10.5,0,10.8771297478833,-0.377129747883295,10.5,NA,-Inf
"US","Dale County, AL","US1045",2020-03-01,2020-03-31,30,2020,"3",0,38,0,48.0188894970506,-10.0188894970506,38,NA,-Inf,-0.208644756302954,8.86666666666667,0,11.2044075493118,-2.33774088264514,8.86666666666667,NA,-Inf
"US","Dale County, AL","US1045",2020-04-01,2020-04-30,29,2020,"4",0,46,0,44.7849265138156,1.21507348618442,46,NA,Inf,0.027131304677023,11.1034482758621,0,10.8101546757486,0.29329360011348,11.1034482758621,NA,Inf
"US","Dale County, AL","US1045",2020-05-01,2020-05-31,30,2020,"5",0,48,0,46.8188894970506,1.18111050294939,48,NA,Inf,0.0252272216542813,11.2,0,10.9244075493118,0.275592450688192,11.2,NA,Inf
"US","Dale County, AL","US1045",2020-06-01,2020-06-30,29,2020,"6",0,46,0,46.9849265138156,-0.984926513815594,46,NA,-Inf,-0.0209626062419398,11.1034482758621,0,11.3411891585072,-0.237740882645143,11.1034482758621,NA,-Inf
"US","Dale County, AL","US1045",2020-07-01,2020-07-31,30,2020,"7",0,74,0,46.0188894970506,27.9811105029494,74,NA,Inf,0.608035326553083,17.2666666666667,0,10.7377408826451,6.52892578402152,17.2666666666667,NA,Inf
"US","Dale County, AL","US1045",2020-08-01,2020-08-31,30,2020,"8",0,85,0,46.8188894970506,38.1811105029494,85,NA,Inf,0.815506538346123,19.8333333333333,0,10.9244075493118,8.90892578402152,19.8333333333333,NA,Inf
"US","Dale County, AL","US1045",2020-09-01,2020-09-30,29,2020,"9",0,46,0,39.7849265138156,6.2150734861844,46,NA,Inf,0.156216789391987,11.1034482758621,0,9.60325812402446,1.50019015183761,11.1034482758621,NA,Inf
"US","Dale County, AL","US1045",2020-10-01,2020-10-31,30,2020,"10",0,42,0,44.6188894970506,-2.61888949705061,42,NA,-Inf,-0.0586946364324851,9.8,0,10.4110742159785,-0.611074215978476,9.8,NA,-Inf
"US","Dale County, AL","US1045",2020-11-01,2020-11-30,29,2020,"11",0,62,0,42.7849265138156,19.2150734861844,62,NA,Inf,0.44910848403537,14.9655172413793,0,10.3273960550589,4.63812118632037,14.9655172413793,NA,Inf
"US","Dale County, AL","US1045",2020-12-01,2020-12-31,30,2020,"12",0,68,0,52.4188894970506,15.5811105029494,68,NA,Inf,0.297242285222888,15.8666666666667,0,12.2310742159785,3.63559245068819,15.8666666666667,NA,Inf
"US","Dale County, AL","US1045",2021-01-01,2021-01-31,30,2021,"1",0,71,0,46.1887044132257,24.8112955867743,71,NA,Inf,0.537172365018099,16.5666666666667,0,10.777364363086,5.78930230358068,16.5666666666667,NA,Inf
"US","Dale County, AL","US1045",2021-02-01,2021-02-28,27,2021,"2",0,55,0,42.2603101623794,12.7396898376206,55,NA,Inf,0.301457556479593,14.2592592592593,0,10.956376708765,3.30288255049423,14.2592592592593,NA,Inf
"US","Dale County, AL","US1045",2021-03-01,2021-03-31,30,2021,"3",0,47,0,48.3585193294009,-1.35851932940089,47,NA,-Inf,-0.0280926576793459,10.9666666666667,0,11.2836545101935,-0.316987843526875,10.9666666666667,NA,-Inf
"US","Dale County, AL","US1045",2021-04-01,2021-04-30,29,2021,"4",0,61,0,45.1132353517542,15.8867646482458,61,NA,Inf,0.352153077126357,14.7241379310345,0,10.8894016366303,3.83473629440416,14.7241379310345,NA,Inf
"US","Dale County, AL","US1045",2021-05-01,2021-05-31,30,2021,"5",0,60,0,47.1585193294009,12.8414806705991,60,NA,Inf,0.272304577268462,14,0,11.0036545101935,2.99634548980646,14,NA,Inf
"US","Dale County, AL","US1045",2021-06-01,2021-06-30,29,2021,"6",0,37,0,47.3132353517542,-10.3132353517542,37,NA,-Inf,-0.217977808430973,8.93103448275862,0,11.4204361193889,-2.48940163663032,8.93103448275862,NA,-Inf
"US","Dale County, AL","US1045",2021-07-01,2021-07-31,30,2021,"7",0,50,0,46.3585193294009,3.64148067059911,50,NA,Inf,0.0785504093589473,11.6666666666667,0,10.8169878435269,0.849678823139792,11.6666666666667,NA,Inf
"US","Dale County, AL","US1045",2021-08-01,2021-08-31,30,2021,"8",0,80,0,47.1585193294009,32.8414806705991,80,NA,Inf,0.696406103024616,18.6666666666667,0,11.0036545101935,7.66301215647312,18.6666666666667,NA,Inf
"US","Dale County, AL","US1045",2021-09-01,2021-09-30,29,2021,"9",0,84,0,40.1132353517542,43.8867646482458,84,NA,Inf,1.09407192572231,20.2758620689655,0,9.68250508490619,10.5933569840593,20.2758620689655,NA,Inf
"US","Dale County, AL","US1045",2021-10-01,2021-10-31,30,2021,"10",0,61,0,44.9585193294009,16.0414806705991,61,NA,Inf,0.356806249624611,14.2333333333333,0,10.4903211768602,3.74301215647312,14.2333333333333,NA,Inf
"US","Dale County, AL","US1045",2021-11-01,2021-11-30,29,2021,"11",0,72,0,43.1132353517542,28.8867646482458,72,NA,Inf,0.670020804807692,17.3793103448276,0,10.4066430159407,6.97266732888692,17.3793103448276,NA,Inf
"US","Dale County, AL","US1045",2021-12-01,2021-12-31,30,2021,"12",0,59,0,52.7585193294009,6.2414806705991,59,NA,Inf,0.118302802086428,13.7666666666667,0,12.3103211768602,1.45634548980646,13.7666666666667,NA,Inf
"US","Dale County, AL","US1045",2022-01-01,2022-01-31,30,2022,"1",0,69,0,46.5283342455758,22.4716657544242,69,NA,Inf,0.482967338478507,16.1,0,10.8566113239677,5.2433886760323,16.1,NA,Inf
"US","Dale County, AL","US1045",2022-02-01,2022-02-28,27,2022,"2",0,57,0,42.5659770114946,14.4340229885054,57,NA,Inf,0.3390976550264,14.7777777777778,0,11.0356236696467,3.74215410813104,14.7777777777778,NA,Inf
"US","Dale County, AL","US1045",2022-03-01,2022-03-31,30,2022,"3",0,51,0,48.6981491617511,2.30185083824893,51,NA,Inf,0.0472677273750861,11.9,0,11.3629014710752,0.537098528924751,11.9,NA,Inf
"US","Dale County, AL","US1045",2022-04-01,2022-04-30,29,2022,"4",0,59,0,45.4415441896927,13.5584558103073,59,NA,Inf,0.298371370341387,14.2413793103448,0,10.968648597512,3.2727307128328,14.2413793103448,NA,Inf
"US","Dale County, AL","US1045",2022-05-01,2022-05-31,30,2022,"5",0,48,0,47.4981491617511,0.501850838248934,48,NA,Inf,0.0105656924976154,11.2,0,11.0829014710752,0.117098528924751,11.2,NA,Inf
"US","Dale County, AL","US1045",2022-06-01,2022-06-30,29,2022,"6",0,42,0,47.6415441896927,-5.6415441896927,42,NA,-Inf,-0.118416484722451,10.1379310344828,0,11.4996830802707,-1.36175204578789,10.1379310344828,NA,-Inf
"US","Dale County, AL","US1045",2022-07-01,2022-07-31,30,2022,"7",0,44,0,46.6981491617511,-2.69814916175107,44,NA,-Inf,-0.0577785032208735,10.2666666666667,0,10.8962348044086,-0.629568137741916,10.2666666666667,NA,-Inf
"US","Dale County, AL","US1045",2022-08-01,2022-08-31,30,2022,"8",0,45,0,47.4981491617511,-2.49814916175107,45,NA,-Inf,-0.0525946632834856,10.5,0,11.0829014710753,-0.58290147107525,10.5,NA,-Inf
"US","Dale County, AL","US1045",2022-09-01,2022-09-30,29,2022,"9",0,38,0,40.4415441896927,-2.44154418969271,38,NA,-Inf,-0.0603721801086661,9.17241379310345,0,9.7617520457879,-0.589338252684446,9.17241379310345,NA,-Inf
"US","Dale County, AL","US1045",2022-10-01,2022-10-31,30,2022,"10",0,50,0,45.2981491617511,4.70185083824893,50,NA,Inf,0.10379785764446,11.6666666666667,0,10.5695681377419,1.09709852892475,11.6666666666667,NA,Inf
"US","Dale County, AL","US1045",2022-11-01,2022-11-30,29,2022,"11",0,53,0,43.4415441896927,9.5584558103073,53,NA,Inf,0.220030295621379,12.7931034482759,0,10.4858899768224,2.30721347145349,12.7931034482759,NA,Inf
"US","Dale County, AL","US1045",2022-12-01,2022-12-31,30,2022,"12",0,62,0,53.0981491617511,8.90185083824893,62,NA,Inf,0.167648985487828,14.4666666666667,0,12.3895681377419,2.07709852892475,14.4666666666667,NA,Inf
"US","Dale County, AL","US1045",2023-01-01,2023-01-31,30,2023,"1",0,53,0,46.8679640779261,6.13203592207387,53,NA,Inf,0.130836404838885,12.3666666666667,0,10.9358582848494,1.43080838181724,12.3666666666667,NA,Inf
"US","Dale County, AL","US1045",2023-02-01,2023-02-28,27,2023,"2",0,44,0,42.8716438606098,1.12835613939019,44,NA,Inf,0.026319404570976,11.4074074074074,0,11.1148706305285,0.292536776878939,11.4074074074074,NA,Inf
"US","Dale County, AL","US1045",2023-03-01,2023-03-31,30,2023,"3",0,50,0,49.0377789941014,0.962221005898648,50,NA,Inf,0.0196220347992186,11.6666666666667,0,11.442148431957,0.224518234709685,11.6666666666667,NA,Inf
"US","Dale County, AL","US1045",2023-04-01,2023-04-30,29,2023,"4",0,45,0,45.7698530276313,-0.769853027631306,45,NA,-Inf,-0.0168200895722026,10.8620689655172,0,11.0478955583938,-0.185826592876522,10.8620689655172,NA,-Inf
"US","Dale County, AL","US1045",2023-05-01,2023-05-31,30,2023,"5",0,37,0,47.8377789941013,-10.8377789941013,37,NA,-Inf,-0.226552720924558,8.63333333333333,0,11.162148431957,-2.52881509862365,8.63333333333333,NA,-Inf
"US","Dale County, AL","US1045",2020-01-01,2020-01-31,30,2020,"1",0,38,0,45.8490745808754,-7.84907458087539,38,NA,-Inf,-0.171193740607131,8.86666666666667,0,10.6981174022043,-1.83145073553759,8.86666666666667,NA,-Inf
"US","Dale County, AL","US1045",2020-02-01,2020-02-29,28,2020,"2",0,42,0,43.5085189915332,-1.50851899153318,42,NA,-Inf,-0.0346718074183757,10.5,0,10.8771297478833,-0.377129747883295,10.5,NA,-Inf
"US","Dale County, AL","US1045",2020-03-01,2020-03-31,30,2020,"3",0,38,0,48.0188894970506,-10.0188894970506,38,NA,-Inf,-0.208644756302954,8.86666666666667,0,11.2044075493118,-2.33774088264514,8.86666666666667,NA,-Inf
"US","Dale County, AL","US1045",2020-04-01,2020-04-30,29,2020,"4",0,46,0,44.7849265138156,1.21507348618442,46,NA,Inf,0.027131304677023,11.1034482758621,0,10.8101546757486,0.29329360011348,11.1034482758621,NA,Inf
"US","Dale County, AL","US1045",2020-05-01,2020-05-31,30,2020,"5",0,48,0,46.8188894970506,1.18111050294939,48,NA,Inf,0.0252272216542813,11.2,0,10.9244075493118,0.275592450688192,11.2,NA,Inf
"US","Dale County, AL","US1045",2020-06-01,2020-06-30,29,2020,"6",0,46,0,46.9849265138156,-0.984926513815594,46,NA,-Inf,-0.0209626062419398,11.1034482758621,0,11.3411891585072,-0.237740882645143,11.1034482758621,NA,-Inf
"US","Dale County, AL","US1045",2020-07-01,2020-07-31,30,2020,"7",0,74,0,46.0188894970506,27.9811105029494,74,NA,Inf,0.608035326553083,17.2666666666667,0,10.7377408826451,6.52892578402152,17.2666666666667,NA,Inf
"US","Dale County, AL","US1045",2020-08-01,2020-08-31,30,2020,"8",0,85,0,46.8188894970506,38.1811105029494,85,NA,Inf,0.815506538346123,19.8333333333333,0,10.9244075493118,8.90892578402152,19.8333333333333,NA,Inf
"US","Dale County, AL","US1045",2020-09-01,2020-09-30,29,2020,"9",0,46,0,39.7849265138156,6.2150734861844,46,NA,Inf,0.156216789391987,11.1034482758621,0,9.60325812402446,1.50019015183761,11.1034482758621,NA,Inf
"US","Dale County, AL","US1045",2020-10-01,2020-10-31,30,2020,"10",0,42,0,44.6188894970506,-2.61888949705061,42,NA,-Inf,-0.0586946364324851,9.8,0,10.4110742159785,-0.611074215978476,9.8,NA,-Inf
"US","Dale County, AL","US1045",2020-11-01,2020-11-30,29,2020,"11",0,62,0,42.7849265138156,19.2150734861844,62,NA,Inf,0.44910848403537,14.9655172413793,0,10.3273960550589,4.63812118632037,14.9655172413793,NA,Inf
"US","Dale County, AL","US1045",2020-12-01,2020-12-31,30,2020,"12",0,68,0,52.4188894970506,15.5811105029494,68,NA,Inf,0.297242285222888,15.8666666666667,0,12.2310742159785,3.63559245068819,15.8666666666667,NA,Inf
"US","Dale County, AL","US1045",2021-01-01,2021-01-31,30,2021,"1",0,71,0,46.1887044132257,24.8112955867743,71,NA,Inf,0.537172365018099,16.5666666666667,0,10.777364363086,5.78930230358068,16.5666666666667,NA,Inf
"US","Dale County, AL","US1045",2021-02-01,2021-02-28,27,2021,"2",0,55,0,42.2603101623794,12.7396898376206,55,NA,Inf,0.301457556479593,14.2592592592593,0,10.956376708765,3.30288255049423,14.2592592592593,NA,Inf
"US","Dale County, AL","US1045",2021-03-01,2021-03-31,30,2021,"3",0,47,0,48.3585193294009,-1.35851932940089,47,NA,-Inf,-0.0280926576793459,10.9666666666667,0,11.2836545101935,-0.316987843526875,10.9666666666667,NA,-Inf
"US","Dale County, AL","US1045",2021-04-01,2021-04-30,29,2021,"4",0,61,0,45.1132353517542,15.8867646482458,61,NA,Inf,0.352153077126357,14.7241379310345,0,10.8894016366303,3.83473629440416,14.7241379310345,NA,Inf
"US","Dale County, AL","US1045",2021-05-01,2021-05-31,30,2021,"5",0,60,0,47.1585193294009,12.8414806705991,60,NA,Inf,0.272304577268462,14,0,11.0036545101935,2.99634548980646,14,NA,Inf
"US","Dale County, AL","US1045",2021-06-01,2021-06-30,29,2021,"6",0,37,0,47.3132353517542,-10.3132353517542,37,NA,-Inf,-0.217977808430973,8.93103448275862,0,11.4204361193889,-2.48940163663032,8.93103448275862,NA,-Inf
"US","Dale County, AL","US1045",2021-07-01,2021-07-31,30,2021,"7",0,50,0,46.3585193294009,3.64148067059911,50,NA,Inf,0.0785504093589473,11.6666666666667,0,10.8169878435269,0.849678823139792,11.6666666666667,NA,Inf
"US","Dale County, AL","US1045",2021-08-01,2021-08-31,30,2021,"8",0,80,0,47.1585193294009,32.8414806705991,80,NA,Inf,0.696406103024616,18.6666666666667,0,11.0036545101935,7.66301215647312,18.6666666666667,NA,Inf
"US","Dale County, AL","US1045",2021-09-01,2021-09-30,29,2021,"9",0,84,0,40.1132353517542,43.8867646482458,84,NA,Inf,1.09407192572231,20.2758620689655,0,9.68250508490619,10.5933569840593,20.2758620689655,NA,Inf
"US","Dale County, AL","US1045",2021-10-01,2021-10-31,30,2021,"10",0,61,0,44.9585193294009,16.0414806705991,61,NA,Inf,0.356806249624611,14.2333333333333,0,10.4903211768602,3.74301215647312,14.2333333333333,NA,Inf
"US","Dale County, AL","US1045",2021-11-01,2021-11-30,29,2021,"11",0,72,0,43.1132353517542,28.8867646482458,72,NA,Inf,0.670020804807692,17.3793103448276,0,10.4066430159407,6.97266732888692,17.3793103448276,NA,Inf
"US","Dale County, AL","US1045",2021-12-01,2021-12-31,30,2021,"12",0,59,0,52.7585193294009,6.2414806705991,59,NA,Inf,0.118302802086428,13.7666666666667,0,12.3103211768602,1.45634548980646,13.7666666666667,NA,Inf
"US","Dale County, AL","US1045",2022-01-01,2022-01-31,30,2022,"1",0,69,0,46.5283342455758,22.4716657544242,69,NA,Inf,0.482967338478507,16.1,0,10.8566113239677,5.2433886760323,16.1,NA,Inf
"US","Dale County, AL","US1045",2022-02-01,2022-02-28,27,2022,"2",0,57,0,42.5659770114946,14.4340229885054,57,NA,Inf,0.3390976550264,14.7777777777778,0,11.0356236696467,3.74215410813104,14.7777777777778,NA,Inf
"US","Dale County, AL","US1045",2022-03-01,2022-03-31,30,2022,"3",0,51,0,48.6981491617511,2.30185083824893,51,NA,Inf,0.0472677273750861,11.9,0,11.3629014710752,0.537098528924751,11.9,NA,Inf
"US","Dale County, AL","US1045",2022-04-01,2022-04-30,29,2022,"4",0,59,0,45.4415441896927,13.5584558103073,59,NA,Inf,0.298371370341387,14.2413793103448,0,10.968648597512,3.2727307128328,14.2413793103448,NA,Inf
"US","Dale County, AL","US1045",2022-05-01,2022-05-31,30,2022,"5",0,48,0,47.4981491617511,0.501850838248934,48,NA,Inf,0.0105656924976154,11.2,0,11.0829014710752,0.117098528924751,11.2,NA,Inf
"US","Dale County, AL","US1045",2022-06-01,2022-06-30,29,2022,"6",0,42,0,47.6415441896927,-5.6415441896927,42,NA,-Inf,-0.118416484722451,10.1379310344828,0,11.4996830802707,-1.36175204578789,10.1379310344828,NA,-Inf
"US","Dale County, AL","US1045",2022-07-01,2022-07-31,30,2022,"7",0,44,0,46.6981491617511,-2.69814916175107,44,NA,-Inf,-0.0577785032208735,10.2666666666667,0,10.8962348044086,-0.629568137741916,10.2666666666667,NA,-Inf
"US","Dale County, AL","US1045",2022-08-01,2022-08-31,30,2022,"8",0,45,0,47.4981491617511,-2.49814916175107,45,NA,-Inf,-0.0525946632834856,10.5,0,11.0829014710753,-0.58290147107525,10.5,NA,-Inf
"US","Dale County, AL","US1045",2022-09-01,2022-09-30,29,2022,"9",0,38,0,40.4415441896927,-2.44154418969271,38,NA,-Inf,-0.0603721801086661,9.17241379310345,0,9.7617520457879,-0.589338252684446,9.17241379310345,NA,-Inf
"US","Dale County, AL","US1045",2022-10-01,2022-10-31,30,2022,"10",0,50,0,45.2981491617511,4.70185083824893,50,NA,Inf,0.10379785764446,11.6666666666667,0,10.5695681377419,1.09709852892475,11.6666666666667,NA,Inf
"US","Dale County, AL","US1045",2022-11-01,2022-11-30,29,2022,"11",0,53,0,43.4415441896927,9.5584558103073,53,NA,Inf,0.220030295621379,12.7931034482759,0,10.4858899768224,2.30721347145349,12.7931034482759,NA,Inf
"US","Dale County, AL","US1045",2022-12-01,2022-12-31,30,2022,"12",0,62,0,53.0981491617511,8.90185083824893,62,NA,Inf,0.167648985487828,14.4666666666667,0,12.3895681377419,2.07709852892475,14.4666666666667,NA,Inf
"US","Dale County, AL","US1045",2023-01-01,2023-01-31,30,2023,"1",0,53,0,46.8679640779261,6.13203592207387,53,NA,Inf,0.130836404838885,12.3666666666667,0,10.9358582848494,1.43080838181724,12.3666666666667,NA,Inf
"US","Dale County, AL","US1045",2023-02-01,2023-02-28,27,2023,"2",0,44,0,42.8716438606098,1.12835613939019,44,NA,Inf,0.026319404570976,11.4074074074074,0,11.1148706305285,0.292536776878939,11.4074074074074,NA,Inf
"US","Dale County, AL","US1045",2023-03-01,2023-03-31,30,2023,"3",0,50,0,49.0377789941014,0.962221005898648,50,NA,Inf,0.0196220347992186,11.6666666666667,0,11.442148431957,0.224518234709685,11.6666666666667,NA,Inf
"US","Dale County, AL","US1045",2023-04-01,2023-04-30,29,2023,"4",0,45,0,45.7698530276313,-0.769853027631306,45,NA,-Inf,-0.0168200895722026,10.8620689655172,0,11.0478955583938,-0.185826592876522,10.8620689655172,NA,-Inf
"US","Dale County, AL","US1045",2023-05-01,2023-05-31,30,2023,"5",0,37,0,47.8377789941013,-10.8377789941013,37,NA,-Inf,-0.226552720924558,8.63333333333333,0,11.162148431957,-2.52881509862365,8.63333333333333,NA,-Inf
